waypoint class initialized
waypoint class initialized
pose 6789.53 5226.84
next 6790.46 5226.79
pose 6789.82 5226.83
next 6790.75 5226.78
pose 6789.82 5226.83
next 6790.75 5226.78
pose 6789.96 5226.83
next 6790.9 5226.78
pose 6790.25 5226.82
next 6791.18 5226.77
pose 6790.4 5226.81
next 6791.33 5226.76
pose 6790.4 5226.81
next 6791.33 5226.76
pose 6790.69 5226.8
next 6791.62 5226.75
pose 6790.69 5226.8
next 6791.62 5226.75
pose 6790.83 5226.79
next 6791.76 5226.74
pose 6791.12 5226.78
next 6792.05 5226.73
pose 6791.2 5226.78
next 6792.13 5226.73
pose 6791.41 5226.77
next 6792.34 5226.72
pose 6791.41 5226.77
next 6792.34 5226.72
pose 6791.71 5226.76
next 6792.63 5226.71
pose 6791.85 5226.75
next 6792.78 5226.71
pose 6791.85 5226.75
next 6792.78 5226.71
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.74
next 6792.84 5226.69
pose 6791.91 5226.74
next 6792.84 5226.69
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.91 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.73
next 6792.84 5226.68
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.72
next 6792.84 5226.67
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.67
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.71
next 6792.85 5226.66
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.7
next 6792.85 5226.65
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.69
next 6792.85 5226.64
pose 6791.92 5226.68
next 6792.85 5226.64
pose 6791.92 5226.68
next 6792.85 5226.63
pose 6791.92 5226.68
next 6792.85 5226.63
pose 6791.92 5226.68
next 6792.85 5226.63
pose 6791.92 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.68
next 6792.85 5226.63
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.85 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.67
next 6792.86 5226.62
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.66
next 6792.86 5226.61
pose 6791.93 5226.65
next 6792.86 5226.61
pose 6791.93 5226.65
next 6792.86 5226.61
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.93 5226.65
next 6792.86 5226.6
pose 6791.94 5226.64
next 6792.86 5226.6
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.64
next 6792.86 5226.59
pose 6791.94 5226.63
next 6792.86 5226.59
pose 6791.94 5226.63
next 6792.86 5226.58
pose 6791.94 5226.63
next 6792.86 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.63
next 6792.87 5226.58
pose 6791.94 5226.62
next 6792.87 5226.58
pose 6791.94 5226.62
next 6792.87 5226.58
pose 6791.94 5226.62
next 6792.87 5226.58
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.62
next 6792.87 5226.57
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.61
next 6792.87 5226.56
pose 6791.94 5226.6
next 6792.87 5226.56
pose 6791.94 5226.6
next 6792.87 5226.56
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.87 5226.55
pose 6791.95 5226.6
next 6792.88 5226.55
pose 6791.95 5226.59
next 6792.88 5226.55
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.59
next 6792.88 5226.54
pose 6791.95 5226.58
next 6792.88 5226.54
pose 6791.95 5226.58
next 6792.88 5226.54
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.58
next 6792.88 5226.53
pose 6791.95 5226.57
next 6792.88 5226.53
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.95 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.57
next 6792.88 5226.52
pose 6791.96 5226.56
next 6792.88 5226.52
pose 6791.96 5226.56
next 6792.88 5226.51
pose 6791.96 5226.56
next 6792.88 5226.51
pose 6791.96 5226.56
next 6792.88 5226.51
pose 6791.96 5226.56
next 6792.88 5226.51
pose 6791.96 5226.56
next 6792.88 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.56
next 6792.89 5226.51
pose 6791.96 5226.55
next 6792.89 5226.51
pose 6791.96 5226.55
next 6792.89 5226.51
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.55
next 6792.89 5226.5
pose 6791.96 5226.54
next 6792.89 5226.5
pose 6791.96 5226.54
next 6792.89 5226.5
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.96 5226.54
next 6792.89 5226.49
pose 6791.97 5226.53
next 6792.89 5226.49
pose 6791.97 5226.53
next 6792.89 5226.49
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.96 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.89 5226.48
pose 6791.97 5226.53
next 6792.9 5226.48
pose 6791.97 5226.53
next 6792.9 5226.48
pose 6791.97 5226.53
next 6792.9 5226.48
pose 6791.97 5226.53
next 6792.9 5226.48
pose 6791.97 5226.52
next 6792.9 5226.48
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.52
next 6792.9 5226.47
pose 6791.97 5226.51
next 6792.9 5226.47
pose 6791.97 5226.51
next 6792.9 5226.47
pose 6791.97 5226.51
next 6792.9 5226.47
pose 6791.97 5226.51
next 6792.9 5226.47
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.51
next 6792.9 5226.46
pose 6791.97 5226.5
next 6792.9 5226.46
pose 6791.97 5226.5
next 6792.9 5226.46
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.5
next 6792.9 5226.45
pose 6791.98 5226.49
next 6792.91 5226.45
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.45
pose 6791.98 5226.49
next 6792.91 5226.45
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.49
next 6792.91 5226.44
pose 6791.98 5226.48
next 6792.91 5226.44
pose 6791.98 5226.48
next 6792.91 5226.44
pose 6791.98 5226.48
next 6792.91 5226.44
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.48
next 6792.91 5226.43
pose 6791.98 5226.47
next 6792.91 5226.43
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.47
next 6792.91 5226.42
pose 6791.99 5226.46
next 6792.91 5226.42
pose 6791.99 5226.46
next 6792.91 5226.42
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.46
next 6792.92 5226.41
pose 6791.99 5226.45
next 6792.92 5226.41
pose 6791.99 5226.45
next 6792.92 5226.41
pose 6791.99 5226.45
next 6792.92 5226.41
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.45
next 6792.92 5226.4
pose 6791.99 5226.44
next 6792.92 5226.4
pose 6791.99 5226.44
next 6792.92 5226.4
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6791.99 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.92 5226.39
pose 6792 5226.44
next 6792.93 5226.39
pose 6792 5226.43
next 6792.93 5226.39
pose 6792 5226.43
next 6792.93 5226.39
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.43
next 6792.93 5226.38
pose 6792 5226.42
next 6792.93 5226.38
pose 6792 5226.42
next 6792.93 5226.38
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792 5226.42
next 6792.93 5226.37
pose 6792.01 5226.42
next 6792.93 5226.37
pose 6792.01 5226.42
next 6792.93 5226.37
pose 6792.01 5226.41
next 6792.93 5226.37
pose 6792.01 5226.41
next 6792.93 5226.37
pose 6792.01 5226.41
next 6792.93 5226.37
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.93 5226.36
pose 6792.01 5226.41
next 6792.94 5226.36
pose 6792.01 5226.41
next 6792.94 5226.36
pose 6792.01 5226.41
next 6792.94 5226.36
pose 6792.01 5226.41
next 6792.94 5226.36
pose 6792.01 5226.4
next 6792.94 5226.36
pose 6792.01 5226.4
next 6792.94 5226.36
pose 6792.01 5226.4
next 6792.94 5226.36
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
